"drug1","drug2","type"
"LEVOTHYROXINE SODIUM","SUCRALFATE","SIGNIFICANT"
"LEVOTHYROXINE SODIUM","WARFARIN","SIGNIFICANT"
"LINEZOLID","MIRTAZAPINE","SIGNIFICANT"
"LINEZOLID","NEFAZODONE","SIGNIFICANT"
"LINEZOLID","NORTRIPTYLINE","SIGNIFICANT"
"PAROXETINE","LINEZOLID","SIGNIFICANT"
"LINEZOLID","PHENYLPROPANOLAMINE","SIGNIFICANT"
"LINEZOLID","PROTRIPTYLINE","SIGNIFICANT"
"LINEZOLID","PSEUDOEPHEDRINE","SIGNIFICANT"
"LINEZOLID","SERTRALINE","SIGNIFICANT"
"LINEZOLID","TRAZODONE","SIGNIFICANT"
"LIOTHYRONINE SODIUM","PHENPROCOUMON","SIGNIFICANT"
"LIOTHYRONINE SODIUM","WARFARIN","SIGNIFICANT"
"LITHIUM","LISINOPRIL","SIGNIFICANT"
"LITHIUM","LISINOPRIL","SIGNIFICANT"
"LISINOPRIL","POTASSIUM","SIGNIFICANT"
"LITHIUM","LOSARTAN","SIGNIFICANT"
"LITHIUM","MECLOFENAMATE SODIUM","SIGNIFICANT"
"LITHIUM","MEFENAMIC ACID","SIGNIFICANT"
"LITHIUM","MELOXICAM","SIGNIFICANT"
"MOEXIPRIL HYDROCHLORIDE","LITHIUM","SIGNIFICANT"
"LITHIUM","NABUMETONE","SIGNIFICANT"
"LITHIUM","NAPROXEN","SIGNIFICANT"
"LITHIUM","OLMESARTAN","SIGNIFICANT"
"LITHIUM","OXAPROZIN","SIGNIFICANT"
"LITHIUM","PERINDOPRIL","SIGNIFICANT"
"LITHIUM","PHENYLBUTAZONE","SIGNIFICANT"
"LITHIUM","PIROXICAM","SIGNIFICANT"
"LITHIUM","QUINAPRIL","SIGNIFICANT"
"LITHIUM","RAMIPRIL","SIGNIFICANT"
"LITHIUM","SULINDAC","SIGNIFICANT"
"LITHIUM","TELMISARTAN","SIGNIFICANT"
"LITHIUM","TOLMETIN","SIGNIFICANT"
"TRANDOLAPRIL","LITHIUM","SIGNIFICANT"
"LITHIUM","VALDECOXIB","SIGNIFICANT"
"LITHIUM","VALSARTAN","SIGNIFICANT"
"LOMEFLOXACIN","MAGALDRATE","SIGNIFICANT"
"LOMEFLOXACIN","MAGNESIUM","SIGNIFICANT"
"LOMEFLOXACIN","SODIUM BICARBONATE","SIGNIFICANT"
"LOMEFLOXACIN","SUCRALFATE","SIGNIFICANT"
"LOMEFLOXACIN","ZINC","SIGNIFICANT"
"LOPERAMIDE","TIPRANAVIR","SIGNIFICANT"
"LOPINAVIR","MESTRANOL","SIGNIFICANT"
"LORATADINE","NEFAZODONE","SIGNIFICANT"
"LOSARTAN","POTASSIUM","SIGNIFICANT"
"LOSARTAN","RIFAMPIN","SIGNIFICANT"
"LOSARTAN","TRIAMTERENE","SIGNIFICANT"
"LOVASTATIN","NIACIN","SIGNIFICANT"
"LOVASTATIN","TELITHROMYCIN","SIGNIFICANT"
"LOVASTATIN","VERAPAMIL","SIGNIFICANT"
"MAGALDRATE","TETRACYCLINE","SIGNIFICANT"
"MAGNESIUM","MINOCYCLINE","SIGNIFICANT"
"MAGNESIUM","MOXIFLOXACIN","SIGNIFICANT"
"MAGNESIUM","TETRACYCLINE","SIGNIFICANT"
"MAGNESIUM","WARFARIN","SIGNIFICANT"
"MAGNESIUM","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"MECLOFENAMATE SODIUM","METHOTREXATE","SIGNIFICANT"
"MECLOFENAMATE SODIUM","PHENPROCOUMON","SIGNIFICANT"
"MECLOFENAMATE SODIUM","WARFARIN","SIGNIFICANT"
"MEDROXYPROGESTERONE","RIFABUTIN","SIGNIFICANT"
"MEDROXYPROGESTERONE","RIFAMPIN","SIGNIFICANT"
"MEDROXYPROGESTERONE","RIFAPENTINE","SIGNIFICANT"
"MEFENAMIC ACID","METHOTREXATE","SIGNIFICANT"
"MEFENAMIC ACID","PHENPROCOUMON","SIGNIFICANT"
"MEFENAMIC ACID","WARFARIN","SIGNIFICANT"
"MELATONIN","NIFEDIPINE","SIGNIFICANT"
"METHOTREXATE","MELOXICAM","SIGNIFICANT"
"MEMANTINE","NICOTINE","SIGNIFICANT"
"MEMANTINE","QUINIDINE","SIGNIFICANT"
"MEMANTINE","RANITIDINE","SIGNIFICANT"
"MEMANTINE","SODIUM BICARBONATE","SIGNIFICANT"
"MEMANTINE","TRIAMTERENE","SIGNIFICANT"
"PENTAZOCINE","MEPERIDINE","SIGNIFICANT"
"MEPERIDINE","RITONAVIR","SIGNIFICANT"
"MEPERIDINE","THIORIDAZINE","SIGNIFICANT"
"MERCAPTOPURINE","MESALAMINE","SIGNIFICANT"
"MERCAPTOPURINE","OLSALAZINE","SIGNIFICANT"
"MERCAPTOPURINE","SULFASALAZINE","SIGNIFICANT"
"MERCAPTOPURINE","WARFARIN","SIGNIFICANT"
"MESORIDAZINE","PAROXETINE","SIGNIFICANT"
"MESTRANOL","MODAFINIL","SIGNIFICANT"
"MESTRANOL","NELFINAVIR MESYLATE","SIGNIFICANT"
"MESTRANOL","NEVIRAPINE","SIGNIFICANT"
"MESTRANOL","OXCARBAZEPINE","SIGNIFICANT"
"MESTRANOL","PHENOBARBITAL","SIGNIFICANT"
"MESTRANOL","PHENYTOIN","SIGNIFICANT"
"MESTRANOL","PRIMIDONE","SIGNIFICANT"
"MESTRANOL","RIFAMPIN","SIGNIFICANT"
"MESTRANOL","RITONAVIR","SIGNIFICANT"
"RITONAVIR","MESTRANOL","SIGNIFICANT"
"MESTRANOL","SECOBARBITAL","SIGNIFICANT"
"MESTRANOL","TOPIRAMATE","SIGNIFICANT"
"METHADONE","NEVIRAPINE","SIGNIFICANT"
"PENTAZOCINE","METHADONE","SIGNIFICANT"
"METHADONE","PHENYTOIN","SIGNIFICANT"
"METHADONE","RIFAMPIN","SIGNIFICANT"
"METHADONE","RITONAVIR","SIGNIFICANT"
"METHADONE","STAVUDINE (d4T)","SIGNIFICANT"
"METHAZOLAMIDE","TOPIRAMATE","SIGNIFICANT"
"METHIMAZOLE","PHENPROCOUMON","SIGNIFICANT"
"METHIMAZOLE","WARFARIN","SIGNIFICANT"
"METHOTREXATE","NABUMETONE","SIGNIFICANT"
"METHOTREXATE","NAPROXEN","SIGNIFICANT"
"METHOTREXATE","OXAPROZIN","SIGNIFICANT"
"METHOTREXATE","PENICILLIN","SIGNIFICANT"
"METHOTREXATE","PHENYLBUTAZONE","SIGNIFICANT"
"METHOTREXATE","PIPERACILLIN","SIGNIFICANT"
"METHOTREXATE","PIROXICAM","SIGNIFICANT"
"METHOTREXATE","PROBENECID","SIGNIFICANT"
"METHOTREXATE","ROFECOXIB","SIGNIFICANT"
"METHOTREXATE","SULFADIAZINE","SIGNIFICANT"
"METHOTREXATE","SULINDAC","SIGNIFICANT"
"METHOTREXATE","TOLMETIN","SIGNIFICANT"
"METHYLPREDNISOLONE","NEFAZODONE","SIGNIFICANT"
"QUETIAPINE FUMARATE","METHYLPREDNISOLONE","SIGNIFICANT"
"METHYLPREDNISOLONE","RIFABUTIN","SIGNIFICANT"
"RIFAMPIN","METHYLPREDNISOLONE","SIGNIFICANT"
"RIFAPENTINE","METHYLPREDNISOLONE","SIGNIFICANT"
"METOCLOPRAMIDE","SERTRALINE","SIGNIFICANT"
"METOCURINE IODIDE","NEOMYCIN","SIGNIFICANT"
"METOCURINE IODIDE","NETILMICIN","SIGNIFICANT"
"METOCURINE IODIDE","STREPTOMYCIN","SIGNIFICANT"
"METOCURINE IODIDE","TOBRAMYCIN","SIGNIFICANT"
"QUINIDINE","METOPROLOL","SIGNIFICANT"
"METRONIDAZOLE","PHENOBARBITAL","SIGNIFICANT"
"METRONIDAZOLE","PHENPROCOUMON","SIGNIFICANT"
"PHENYTOIN","METYRAPONE","SIGNIFICANT"
"PHENYTOIN","MEXILETINE","SIGNIFICANT"
"MEXILETINE","RITONAVIR","SIGNIFICANT"
"MIDAZOLAM","OLEANDOMYCIN (AS TROLEANDOMYCIN)","SIGNIFICANT"
"MIDAZOLAM","RIFABUTIN","SIGNIFICANT"
"MIDAZOLAM","RIFAPENTINE","SIGNIFICANT"
"MINOCYCLINE","WARFARIN","SIGNIFICANT"
"MINOCYCLINE","ZINC","SIGNIFICANT"
"MIVACURIUM","NEOMYCIN","SIGNIFICANT"
"MIVACURIUM","NETILMICIN","SIGNIFICANT"
"MIVACURIUM","STREPTOMYCIN","SIGNIFICANT"
"MIVACURIUM","TOBRAMYCIN","SIGNIFICANT"
"MODAFINIL","TRIAZOLAM","SIGNIFICANT"
"MORICIZINE","VARDENAFIL","SIGNIFICANT"
"MORICIZINE","VARDENAFIL","SIGNIFICANT"
"MORPHINE","PENTAZOCINE","SIGNIFICANT"
"MOXIFLOXACIN","WARFARIN","SIGNIFICANT"
"NABUMETONE","PHENPROCOUMON","SIGNIFICANT"
"NABUMETONE","WARFARIN","SIGNIFICANT"
"NAFCILLIN","WARFARIN","SIGNIFICANT"
"NAPROXEN","PHENPROCOUMON","SIGNIFICANT"
"NAPROXEN","WARFARIN","SIGNIFICANT"
"NARATRIPTAN HYDROCHLORIDE","NEFAZODONE","SIGNIFICANT"
"NARATRIPTAN HYDROCHLORIDE","PAROXETINE","SIGNIFICANT"
"PHENELZINE","NARATRIPTAN HYDROCHLORIDE","SIGNIFICANT"
"NARATRIPTAN HYDROCHLORIDE","SERTRALINE","SIGNIFICANT"
"NARATRIPTAN HYDROCHLORIDE","TRANYLCYPROMINE","SIGNIFICANT"
"NARATRIPTAN HYDROCHLORIDE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"NEFAZODONE","RIZATRIPTAN","SIGNIFICANT"
"NEFAZODONE","SELEGILINE","SIGNIFICANT"
"SUMATRIPTAN","NEFAZODONE","SIGNIFICANT"
"NEFAZODONE","SUNITINIB","SIGNIFICANT"
"NEFAZODONE","TRIAZOLAM","SIGNIFICANT"
"NEFAZODONE","ZOLMITRIPTAN","SIGNIFICANT"
"NELFINAVIR MESYLATE","NORETHINDRONE","SIGNIFICANT"
"NELFINAVIR MESYLATE","NORGESTIMATE","SIGNIFICANT"
"NELFINAVIR MESYLATE","NORGESTREL","SIGNIFICANT"
"NELFINAVIR MESYLATE","OMEPRAZOLE","SIGNIFICANT"
"RITONAVIR","NELFINAVIR MESYLATE","SIGNIFICANT"
"SAQUINAVIR","NELFINAVIR MESYLATE","SIGNIFICANT"
"NELFINAVIR MESYLATE","SILDENAFIL CITRATE","SIGNIFICANT"
"NELFINAVIR MESYLATE","SUNITINIB","SIGNIFICANT"
"NELFINAVIR MESYLATE","VARDENAFIL","SIGNIFICANT"
"NEOMYCIN","PANCURONIUM","SIGNIFICANT"
"NEOMYCIN","PIPECURONIUM","SIGNIFICANT"
"NEOMYCIN","ROCURONIUM BROMIDE","SIGNIFICANT"
"NEOMYCIN","SUCCINYLCHOLINE","SIGNIFICANT"
"NEOMYCIN","TUBOCURARINE","SIGNIFICANT"
"NEOMYCIN","VECURONIUM","SIGNIFICANT"
"NETILMICIN","PANCURONIUM","SIGNIFICANT"
"NETILMICIN","PIPECURONIUM","SIGNIFICANT"
"NETILMICIN","ROCURONIUM BROMIDE","SIGNIFICANT"
"NETILMICIN","SUCCINYLCHOLINE","SIGNIFICANT"
"NETILMICIN","TUBOCURARINE","SIGNIFICANT"
"NETILMICIN","VANCOMYCIN","SIGNIFICANT"
"NETILMICIN","VECURONIUM","SIGNIFICANT"
"NEVIRAPINE","NORELGESTROMIN","SIGNIFICANT"
"NEVIRAPINE","NORETHINDRONE","SIGNIFICANT"
"NEVIRAPINE","NORETHYNODREL","SIGNIFICANT"
"NEVIRAPINE","NORGESTIMATE","SIGNIFICANT"
"NEVIRAPINE","NORGESTREL","SIGNIFICANT"
"NIACIN","PRAVASTATIN","SIGNIFICANT"
"NIACIN","SIMVASTATIN","SIGNIFICANT"
"NIFEDIPINE","TACROLIMUS","SIGNIFICANT"
"PHENYLALANINE","NITISINONE","SIGNIFICANT"
"NORELGESTROMIN","OXCARBAZEPINE","SIGNIFICANT"
"NORELGESTROMIN","PENICILLIN","SIGNIFICANT"
"NORELGESTROMIN","PHENOBARBITAL","SIGNIFICANT"
"NORELGESTROMIN","PHENYLBUTAZONE","SIGNIFICANT"
"NORELGESTROMIN","PHENYTOIN","SIGNIFICANT"
"NORELGESTROMIN","PRIMIDONE","SIGNIFICANT"
"NORELGESTROMIN","RIFABUTIN","SIGNIFICANT"
"NORELGESTROMIN","RIFAMPIN","SIGNIFICANT"
"NORELGESTROMIN","SECOBARBITAL","SIGNIFICANT"
"NORELGESTROMIN","TOPIRAMATE","SIGNIFICANT"
"NORETHINDRONE","OXCARBAZEPINE","SIGNIFICANT"
"NORETHINDRONE","PENICILLIN","SIGNIFICANT"
"NORETHINDRONE","PHENOBARBITAL","SIGNIFICANT"
"NORETHINDRONE","PHENYLBUTAZONE","SIGNIFICANT"
"NORETHINDRONE","PHENYTOIN","SIGNIFICANT"
"NORETHINDRONE","PRIMIDONE","SIGNIFICANT"
"NORETHINDRONE","RIFABUTIN","SIGNIFICANT"
"NORETHINDRONE","RIFAMPIN","SIGNIFICANT"
"NORETHINDRONE","RIFAPENTINE","SIGNIFICANT"
"NORETHINDRONE","RITONAVIR","SIGNIFICANT"
"RITONAVIR","NORETHINDRONE","SIGNIFICANT"
"NORETHINDRONE","SECOBARBITAL","SIGNIFICANT"
"NORETHINDRONE","TETRACYCLINE","SIGNIFICANT"
"NORETHINDRONE","TOPIRAMATE","SIGNIFICANT"
"NORETHYNODREL","RIFABUTIN","SIGNIFICANT"
"NORETHYNODREL","RIFAMPIN","SIGNIFICANT"
"NORETHYNODREL","RIFAPENTINE","SIGNIFICANT"
"NORFLOXACIN","SUCRALFATE","SIGNIFICANT"
"NORFLOXACIN","WARFARIN","SIGNIFICANT"
"NORGESTIMATE","RIFABUTIN","SIGNIFICANT"
"NORGESTIMATE","RIFAMPIN","SIGNIFICANT"
"NORGESTIMATE","RIFAPENTINE","SIGNIFICANT"
"NORGESTREL","RIFABUTIN","SIGNIFICANT"
"NORGESTREL","RIFAMPIN","SIGNIFICANT"
"NORGESTREL","RIFAPENTINE","SIGNIFICANT"
"NORTRIPTYLINE","PAROXETINE","SIGNIFICANT"
"NORTRIPTYLINE","RIFABUTIN","SIGNIFICANT"
"NORTRIPTYLINE","RIFAMPIN","SIGNIFICANT"
"NORTRIPTYLINE","RIFAPENTINE","SIGNIFICANT"
"NORTRIPTYLINE","SELEGILINE","SIGNIFICANT"
"NORTRIPTYLINE","YOHIMBINE HYDROCHLORIDE","SIGNIFICANT"
"OFLOXACIN","SUCRALFATE","SIGNIFICANT"
"OFLOXACIN","WARFARIN","SIGNIFICANT"
"OFLOXACIN","ZINC","SIGNIFICANT"
"TRIAZOLAM","OLEANDOMYCIN (AS TROLEANDOMYCIN)","SIGNIFICANT"
"OLMESARTAN","POTASSIUM","SIGNIFICANT"
"OLMESARTAN","SPIRONOLACTONE","SIGNIFICANT"
"OLMESARTAN","TRIAMTERENE","SIGNIFICANT"
"OMEGA-3 POLYUNSATURATED FATTY ACIDS","WARFARIN","SIGNIFICANT"
"OMEPRAZOLE","PHENYTOIN","SIGNIFICANT"
"OMEPRAZOLE","THEOPHYLLINE","SIGNIFICANT"
"OMEPRAZOLE","WARFARIN","SIGNIFICANT"
"OMEPRAZOLE","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"ONDANSETRON","RIFABUTIN","SIGNIFICANT"
"ONDANSETRON","RIFAMPIN","SIGNIFICANT"
"ONDANSETRON","RIFAPENTINE","SIGNIFICANT"
"ORLISTAT","WARFARIN","SIGNIFICANT"
"OXAPROZIN","PHENPROCOUMON","SIGNIFICANT"
"OXAPROZIN","WARFARIN","SIGNIFICANT"
"PENTAZOCINE","OXYCODONE","SIGNIFICANT"
"OXYTETRACYCLINE","WARFARIN","SIGNIFICANT"
"PANCURONIUM","STREPTOMYCIN","SIGNIFICANT"
"PANCURONIUM","TOBRAMYCIN","SIGNIFICANT"
"PANTOPRAZOLE","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"PARGYLINE","SUMATRIPTAN","SIGNIFICANT"
"PARGYLINE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"PAROXETINE","PERPHENAZINE","SIGNIFICANT"
"PAROXETINE","PHENPROCOUMON","SIGNIFICANT"
"PAROXETINE","RISPERIDONE","SIGNIFICANT"
"PAROXETINE","RIZATRIPTAN","SIGNIFICANT"
"SUMATRIPTAN","PAROXETINE","SIGNIFICANT"
"PAROXETINE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"PAROXETINE","WARFARIN","SIGNIFICANT"
"PAROXETINE","ZOLMITRIPTAN","SIGNIFICANT"
"PERINDOPRIL","POTASSIUM","SIGNIFICANT"
"PERINDOPRIL","SPIRONOLACTONE","SIGNIFICANT"
"PERINDOPRIL","TRIAMTERENE","SIGNIFICANT"
"PHENELZINE","RIZATRIPTAN","SIGNIFICANT"
"PHENELZINE","SUMATRIPTAN","SIGNIFICANT"
"PHENELZINE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"TRYPTOPHAN","PHENELZINE","SIGNIFICANT"
"PHENELZINE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"PHENELZINE","ZOLMITRIPTAN","SIGNIFICANT"
"QUETIAPINE FUMARATE","PHENOBARBITAL","SIGNIFICANT"
"PHENOBARBITAL","RISPERIDONE","SIGNIFICANT"
"PHENOBARBITAL","SUNITINIB","SIGNIFICANT"
"PHENOBARBITAL","TENIPOSIDE","SIGNIFICANT"
"PHENOBARBITAL","THEOPHYLLINE","SIGNIFICANT"
"PHENPROCOUMON","PHENYTOIN","SIGNIFICANT"
"PHENPROCOUMON","PHYTONADIONE","SIGNIFICANT"
"PHENPROCOUMON","PIROXICAM","SIGNIFICANT"
"PHENPROCOUMON","PROPYLTHIOURACIL","SIGNIFICANT"
"PHENPROCOUMON","SULFAMETHOXAZOLE","SIGNIFICANT"
"PHENPROCOUMON","SULFINPYRAZONE","SIGNIFICANT"
"PHENPROCOUMON","SULFISOXAZOLE","SIGNIFICANT"
"PHENPROCOUMON","SULINDAC","SIGNIFICANT"
"PHENPROCOUMON","THYROGLOBULIN","SIGNIFICANT"
"PHENPROCOUMON","THYROID","SIGNIFICANT"
"PHENPROCOUMON","TOLMETIN","SIGNIFICANT"
"PHENPROCOUMON","VITAMIN E","SIGNIFICANT"
"PHENPROCOUMON","VITAMIN K","SIGNIFICANT"
"PHENYTOIN","QUETIAPINE FUMARATE","SIGNIFICANT"
"PHENYTOIN","RIFAMPIN","SIGNIFICANT"
"PHENYTOIN","RISPERIDONE","SIGNIFICANT"
"PHENYTOIN","SUCRALFATE","SIGNIFICANT"
"PHENYTOIN","SULFAMETHOXAZOLE","SIGNIFICANT"
"PHENYTOIN","SUNITINIB","SIGNIFICANT"
"PHENYTOIN","TENIPOSIDE","SIGNIFICANT"
"PHENYTOIN","THEOPHYLLINE","SIGNIFICANT"
"PHENYTOIN","TICLOPIDINE","SIGNIFICANT"
"PHENYTOIN","TRIMETHOPRIM","SIGNIFICANT"
"PHENYTOIN","VALPROIC ACID","SIGNIFICANT"
"PHENYTOIN","WARFARIN","SIGNIFICANT"
"PHYTONADIONE","WARFARIN","SIGNIFICANT"
"PIMOZIDE","VERAPAMIL","SIGNIFICANT"
"PIMOZIDE","ZAFIRLUKAST","SIGNIFICANT"
"THIORIDAZINE","PINDOLOL","SIGNIFICANT"
"PIPECURONIUM","STREPTOMYCIN","SIGNIFICANT"
"PIPECURONIUM","TOBRAMYCIN","SIGNIFICANT"
"PIROXICAM","RITONAVIR","SIGNIFICANT"
"PIROXICAM","WARFARIN","SIGNIFICANT"
"POTASSIUM BICARBONATE","PSEUDOEPHEDRINE","SIGNIFICANT"
"POTASSIUM CITRATE","PSEUDOEPHEDRINE","SIGNIFICANT"
"POTASSIUM","QUINAPRIL","SIGNIFICANT"
"POTASSIUM","RAMIPRIL","SIGNIFICANT"
"POTASSIUM","TELMISARTAN","SIGNIFICANT"
"POTASSIUM","TRANDOLAPRIL","SIGNIFICANT"
"POTASSIUM","VALSARTAN","SIGNIFICANT"
"PRAVASTATIN","RIFAMPIN","SIGNIFICANT"
"PRAZEPAM","RITONAVIR","SIGNIFICANT"
"PRAZIQUANTEL","RIFAMPIN","SIGNIFICANT"
"PRAZOSIN","SILDENAFIL CITRATE","SIGNIFICANT"
"SILDENAFIL CITRATE","PRAZOSIN","SIGNIFICANT"
"PRAZOSIN","TADALAFIL","SIGNIFICANT"
"VARDENAFIL","PRAZOSIN","SIGNIFICANT"
"RIFABUTIN","PREDNISOLONE","SIGNIFICANT"
"RIFAMPIN","PREDNISOLONE","SIGNIFICANT"
"RIFAPENTINE","PREDNISOLONE","SIGNIFICANT"
"QUETIAPINE FUMARATE","PREDNISONE","SIGNIFICANT"
"RIFABUTIN","PREDNISONE","SIGNIFICANT"
"RIFAMPIN","PREDNISONE","SIGNIFICANT"
"RIFAPENTINE","PREDNISONE","SIGNIFICANT"
"PROBENECID","ZIDOVUDINE","SIGNIFICANT"
"QUETIAPINE FUMARATE","PROCAINAMIDE","SIGNIFICANT"
"PROCAINAMIDE","TRIMETHOPRIM","SIGNIFICANT"
"PROCAINAMIDE","VARDENAFIL","SIGNIFICANT"
"PROCAINAMIDE","VARDENAFIL","SIGNIFICANT"
"PROPAFENONE","RIFABUTIN","SIGNIFICANT"
"PROPAFENONE","RIFAMPIN","SIGNIFICANT"
"PROPAFENONE","RIFAPENTINE","SIGNIFICANT"
"PROPAFENONE","THEOPHYLLINE","SIGNIFICANT"
"PROPAFENONE","WARFARIN","SIGNIFICANT"
"QUINIDINE","PROPRANOLOL","SIGNIFICANT"
"PROPRANOLOL","RIZATRIPTAN","SIGNIFICANT"
"PROPRANOLOL","THIORIDAZINE","SIGNIFICANT"
"PROPYLTHIOURACIL","WARFARIN","SIGNIFICANT"
"PROTRIPTYLINE","RIFABUTIN","SIGNIFICANT"
"PROTRIPTYLINE","RIFAMPIN","SIGNIFICANT"
"PROTRIPTYLINE","RIFAPENTINE","SIGNIFICANT"
"PROTRIPTYLINE","SELEGILINE","SIGNIFICANT"
"PROTRIPTYLINE","TRANYLCYPROMINE","SIGNIFICANT"
"PSEUDOEPHEDRINE","SODIUM ACETATE","SIGNIFICANT"
"PSEUDOEPHEDRINE","SODIUM BICARBONATE","SIGNIFICANT"
"PSEUDOEPHEDRINE","SODIUM CITRATE","SIGNIFICANT"
"PSEUDOEPHEDRINE","SODIUM LACTATE","SIGNIFICANT"
"PSEUDOEPHEDRINE","TROMETHAMINE","SIGNIFICANT"
"QUAZEPAM","RITONAVIR","SIGNIFICANT"
"QUETIAPINE FUMARATE","QUINIDINE","SIGNIFICANT"
"QUETIAPINE FUMARATE","RIFAMPIN","SIGNIFICANT"
"QUETIAPINE FUMARATE","RISPERIDONE","SIGNIFICANT"
"QUETIAPINE FUMARATE","WARFARIN","SIGNIFICANT"
"QUINUPRISTIN","QUINIDINE","SIGNIFICANT"
"QUINIDINE","RIFABUTIN","SIGNIFICANT"
"QUINIDINE","RIFAMPIN","SIGNIFICANT"
"QUINIDINE","RIFAPENTINE","SIGNIFICANT"
"QUINIDINE","TIMOLOL","SIGNIFICANT"
"QUINIDINE","VARDENAFIL","SIGNIFICANT"
"QUININE","VARDENAFIL","SIGNIFICANT"
"RABEPRAZOLE NA","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"RANITIDINE","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"REPAGLINIDE","RIFABUTIN","SIGNIFICANT"
"REPAGLINIDE","RIFAMPIN","SIGNIFICANT"
"REPAGLINIDE","RIFAPENTINE","SIGNIFICANT"
"RIBAVIRIN","ZIDOVUDINE","SIGNIFICANT"
"RIFABUTIN","SAQUINAVIR","SIGNIFICANT"
"RIFABUTIN","SUNITINIB","SIGNIFICANT"
"RIFABUTIN","TRIAMCINOLONE","SIGNIFICANT"
"RIFABUTIN","TRIAZOLAM","SIGNIFICANT"
"RIFABUTIN","TRIMIPRAMINE","SIGNIFICANT"
"RIFABUTIN","ZIDOVUDINE","SIGNIFICANT"
"RIFAMPIN","RISPERIDONE","SIGNIFICANT"
"RIFAMPIN","ROSIGLITAZONE","SIGNIFICANT"
"RIFAMPIN","SIMVASTATIN","SIGNIFICANT"
"RIFAMPIN","SUNITINIB","SIGNIFICANT"
"RIFAMPIN","TACROLIMUS","SIGNIFICANT"
"RIFAMPIN","TAMOXIFEN","SIGNIFICANT"
"RIFAMPIN","THEOPHYLLINE","SIGNIFICANT"
"TOLBUTAMIDE","RIFAMPIN","SIGNIFICANT"
"RIFAMPIN","TRIAMCINOLONE","SIGNIFICANT"
"RIFAMPIN","TRIAZOLAM","SIGNIFICANT"
"RIFAMPIN","TRIMIPRAMINE","SIGNIFICANT"
"RIFAMPIN","VERAPAMIL","SIGNIFICANT"
"RIFAPENTINE","SAQUINAVIR","SIGNIFICANT"
"RIFAPENTINE","SUNITINIB","SIGNIFICANT"
"RIFAPENTINE","TRIAMCINOLONE","SIGNIFICANT"
"RIFAPENTINE","TRIAZOLAM","SIGNIFICANT"
"RIFAPENTINE","TRIMIPRAMINE","SIGNIFICANT"
"RISPERIDONE","RITONAVIR","SIGNIFICANT"
"RISPERIDONE","SIMVASTATIN","SIGNIFICANT"
"RISPERIDONE","TOPIRAMATE","SIGNIFICANT"
"RISPERIDONE","VALPROIC ACID","SIGNIFICANT"
"SILDENAFIL CITRATE","RITONAVIR","SIGNIFICANT"
"RITONAVIR","SUNITINIB","SIGNIFICANT"
"RITONAVIR","THEOPHYLLINE","SIGNIFICANT"
"RITONAVIR","TRAZODONE","SIGNIFICANT"
"RITONAVIR","TRAZODONE","SIGNIFICANT"
"VARDENAFIL","RITONAVIR","SIGNIFICANT"
"RITONAVIR","WARFARIN","SIGNIFICANT"
"RIZATRIPTAN","SERTRALINE","SIGNIFICANT"
"RIZATRIPTAN","SIBUTRAMINE HYDROCHLORIDE","SIGNIFICANT"
"RIZATRIPTAN","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"ROCURONIUM BROMIDE","STREPTOMYCIN","SIGNIFICANT"
"ROCURONIUM BROMIDE","TOBRAMYCIN","SIGNIFICANT"
"ROFECOXIB","WARFARIN","SIGNIFICANT"
"ROSUVASTATIN","WARFARIN","SIGNIFICANT"
"SAQUINAVIR","SILDENAFIL CITRATE","SIGNIFICANT"
"SAQUINAVIR","SUNITINIB","SIGNIFICANT"
"VARDENAFIL","SAQUINAVIR","SIGNIFICANT"
"SELEGILINE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"SELEGILINE","TRYPTOPHAN","SIGNIFICANT"
"SELEGILINE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"SUMATRIPTAN","SERTRALINE","SIGNIFICANT"
"SERTRALINE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"SERTRALINE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"SERTRALINE","WARFARIN","SIGNIFICANT"
"SERTRALINE","ZOLMITRIPTAN","SIGNIFICANT"
"SIBUTRAMINE HYDROCHLORIDE","SUMATRIPTAN","SIGNIFICANT"
"SIBUTRAMINE HYDROCHLORIDE","TRYPTOPHAN","SIGNIFICANT"
"SIBUTRAMINE HYDROCHLORIDE","ZOLMITRIPTAN","SIGNIFICANT"
"SILDENAFIL CITRATE","TAMSULOSIN HYDROCHLORIDE","SIGNIFICANT"
"SILDENAFIL CITRATE","TERAZOSIN","SIGNIFICANT"
